food_name,food_info
"Ikan Kakap, segar","Air 77.00 g, Energi 92.00 kkal, Protein 20.00 g, Lemak total 0.70 g, Karbohidrat total 0.00 g, Abu 2.30 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Kakatua, segar","Air 79.70 g, Energi 82.00 kkal, Protein 11.40 g, Lemak total 1.20 g, Karbohidrat total 6.40 g, Abu 1.30 g, Natrium 90.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Kalaban, segar","Air 80.30 g, Energi 77.00 kkal, Protein 16.40 g, Lemak total 0.70 g, Karbohidrat total 1.30 g, Abu 1.30 g, Natrium 40.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Kapar, segar","Air 74.20 g, Energi 132.00 kkal, Protein 17.00 g, Lemak total 6.70 g, Karbohidrat total 0.80 g, Abu 1.30 g, Natrium 78.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan Katombo asin,"Air 44.70 g, Energi 162.00 kkal, Protein 31.70 g, Lemak total 2.80 g, Karbohidrat total 0.30 g, Abu 15.50 g, Natrium 4393.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Kawalinya, segar","Air 76.10 g, Energi 110.00 kkal, Protein 12.60 g, Lemak total 4.20 g, Karbohidrat total 5.40 g, Abu 1.70 g, Natrium 340.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan kayu kering,"Air 23.10 g, Energi 302.00 kkal, Protein 70.70 g, Lemak total 1.90 g, Karbohidrat total 0.40 g, Abu 3.90 g, Natrium 345.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Kembung / oci, segar","Air 71.40 g, Energi 125.00 kkal, Protein 21.30 g, Lemak total 3.40 g, Karbohidrat total 2.20 g, Abu 1.70 g, Natrium 214.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Keru-keru, segar","Air 77.20 g, Energi 93.00 kkal, Protein 16.50 g, Lemak total 2.10 g, Karbohidrat total 0.80 g, Abu 3.40 g, Natrium 137.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Kimia, segar","Air 82.10 g, Energi 70.00 kkal, Protein 10.80 g, Lemak total 0.70 g, Karbohidrat total 5.20 g, Abu 1.20 g, Natrium 342.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan Lais bakar,"Air 69.40 g, Energi 147.00 kkal, Protein 17.50 g, Lemak total 6.50 g, Karbohidrat total 5.40 g, Abu 1.20 g, Natrium 142.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Lais, segar","Air 65.00 g, Energi 161.00 kkal, Protein 11.90 g, Lemak total 11.50 g, Karbohidrat total 2.40 g, Abu 9.20 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Layang, segar","Air 74.00 g, Energi 109.00 kkal, Protein 22.00 g, Lemak total 1.70 g, Karbohidrat total 0.00 g, Abu 2.30 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Layur, segar","Air 80.10 g, Energi 82.00 kkal, Protein 18.00 g, Lemak total 1.00 g, Karbohidrat total 0.40 g, Abu 0.50 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Lehoma, segar","Air 77.60 g, Energi 90.00 kkal, Protein 20.40 g, Lemak total 0.90 g, Karbohidrat total 0.00 g, Abu 1.10 g, Natrium 56.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
ikan lele,"Energi 92.00 kkal, Lemak total 2.82 g, Protein 16.20 g, Karbohidrat total 0.00 g, Natrium 42.00 mg"
"Ikan Lemuru, segar","Air 76.00 g, Energi 112.00 kkal, Protein 20.00 g, Lemak total 3.00 g, Karbohidrat total 0.00 g, Abu 1.00 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Lidah, segar","Air 78.30 g, Energi 104.00 kkal, Protein 15.60 g, Lemak total 3.20 g, Karbohidrat total 2.00 g, Abu 0.90 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Lomak asin, mentah","Air 21.60 g, Energi 258.00 kkal, Protein 40.30 g, Lemak total 2.30 g, Karbohidrat total 18.90 g, Abu 16.90 g, Natrium 6227.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan Mas pepes,"Air 57.50 g, Energi 209.00 kkal, Protein 15.20 g, Lemak total 11.30 g, Karbohidrat total 11.80 g, Abu 4.30 g, Natrium 74.00 mg, B-Karoten 0.00 mcg, Karoten total 315.00 mcg"
"Ikan Mas, segar","Air 80.00 g, Energi 86.00 kkal, Protein 16.00 g, Lemak total 2.00 g, Karbohidrat total 0.00 g, Abu 2.00 g, Natrium 65.00 mg, B-Karoten 8.00 mcg, Karoten total 0.00 mcg"
"Ikan Mayong, segar","Air 78.20 g, Energi 97.00 kkal, Protein 17.90 g, Lemak total 2.00 g, Karbohidrat total 0.40 g, Abu 1.50 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Melalugis, segar","Air 75.60 g, Energi 99.00 kkal, Protein 20.60 g, Lemak total 1.40 g, Karbohidrat total 0.90 g, Abu 1.50 g, Natrium 76.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan Mujahir / mujair goreng,"Energi 416.00 kkal, Lemak total 23.90 g, Protein 46.90 g, Karbohidrat total 0.00 g, Natrium 54.00 mg, B-Karoten 3.00 mcg, Karoten total 8.00 mcg, Air 44.70 g, Abu 2.20 g"
Ikan Mujahir / Mujair pepes,"Energi 121.00 kkal, Lemak total 2.80 g, Protein 21.70 g, Karbohidrat total 0.80 g, Natrium 58.00 mg, B-Karoten 0.00 mcg, Karoten total 6.00 mcg, Air 73.70 g, Abu 1.00 g"
"Ikan Mujahir / Mujair, segar","Energi 89.00 kkal, Lemak total 1.00 g, Protein 18.70 g, Karbohidrat total 0.00 g, Natrium 51.00 mg, B-Karoten 3.00 mcg, Karoten total 5.00 mcg, Air 79.70 g, Abu 1.10 g"
"Ikan Nasu metti, segar","Air 65.30 g, Energi 154.00 kkal, Protein 16.80 g, Lemak total 5.00 g, Karbohidrat total 10.50 g, Abu 2.40 g, Natrium 421.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan Nila,"Energi 96.00 kkal, Lemak total 1.70 g, Protein 20.08 g, Karbohidrat total 0.00 g, Karbohidrat total 0.00 g"
"Ikan Paling, segar","Air 58.00 g, Energi 303.00 kkal, Protein 14.00 g, Lemak total 27.00 g, Karbohidrat total 0.00 g, Abu 1.00 g, Natrium 43.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Papuyu / betok, segar","Air 75.00 g, Energi 120.00 kkal, Protein 14.30 g, Lemak total 4.90 g, Karbohidrat total 4.60 g, Abu 1.20 g, Natrium 240.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan Papuyu bakar,"Air 66.60 g, Energi 152.00 kkal, Protein 17.60 g, Lemak total 6.10 g, Karbohidrat total 6.70 g, Abu 3.00 g, Natrium 320.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan Patin bakar,"Air 70.30 g, Energi 144.00 kkal, Protein 17.50 g, Lemak total 6.30 g, Karbohidrat total 4.30 g, Abu 1.60 g, Natrium 379.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Patin, segar","Air 74.40 g, Energi 132.00 kkal, Protein 17.00 g, Lemak total 6.60 g, Karbohidrat total 1.10 g, Abu 0.90 g, Natrium 77.00 mg, B-Karoten 7.00 mcg, Karoten total 0.00 mcg"
"Ikan Peda banjar, mentah","Air 46.00 g, Energi 156.00 kkal, Protein 28.00 g, Lemak total 4.00 g, Karbohidrat total 2.00 g, Abu 20.00 g, Natrium 59.00 mg, B-Karoten 4.00 mcg, Karoten total 0.00 mcg"
"Ikan Pepetek, mentah","Air 33.00 g, Energi 176.00 kkal, Protein 32.00 g, Lemak total 4.40 g, Karbohidrat total 2.00 g, Abu 28.60 g, Natrium 79.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Pindang banjar,mentah","Air 59.00 g, Energi 157.00 kkal, Protein 28.00 g, Lemak total 4.20 g, Karbohidrat total 1.80 g, Abu 7.00 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Pindang benggol, mentah","Air 57.00 g, Energi 170.00 kkal, Protein 31.00 g, Lemak total 4.20 g, Karbohidrat total 0.00 g, Abu 7.80 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Pindang layang, mentah","Air 60.00 g, Energi 153.00 kkal, Protein 30.00 g, Lemak total 2.80 g, Karbohidrat total 0.00 g, Abu 7.20 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Pindang selar, mentah","Air 60.00 g, Energi 142.00 kkal, Protein 27.00 g, Lemak total 3.00 g, Karbohidrat total 0.00 g, Abu 10.00 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Pomo, segar","Air 68.30 g, Energi 147.00 kkal, Protein 22.50 g, Lemak total 5.20 g, Karbohidrat total 2.60 g, Abu 1.40 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Puntin, segar","Air 81.10 g, Energi 76.00 kkal, Protein 14.40 g, Lemak total 1.10 g, Karbohidrat total 2.20 g, Abu 1.20 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Sale lais, mentah","Air 12.40 g, Energi 415.00 kkal, Protein 61.30 g, Lemak total 17.60 g, Karbohidrat total 2.90 g, Abu 5.80 g, Natrium 1767.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Sale, mentah","Air 8.50 g, Energi 534.00 kkal, Protein 40.20 g, Lemak total 39.30 g, Karbohidrat total 4.90 g, Abu 7.10 g, Natrium 673.00 mg, B-Karoten 410.00 mcg, Karoten total 0.00 mcg"
Ikan salmon,"Energi 179.00 kkal, Lemak total 10.43 g, Protein 19.93 g, Karbohidrat total 0.00 g, Natrium 47.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg, Air 71.64 g, Abu 1.33 g"
"Ikan Saluang kering, mentah","Air 33.60 g, Energi 284.00 kkal, Protein 34.10 g, Lemak total 9.90 g, Karbohidrat total 14.60 g, Abu 7.80 g, Natrium 1767.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Saluang, segar","Air 74.80 g, Energi 113.00 kkal, Protein 13.90 g, Lemak total 4.90 g, Karbohidrat total 3.40 g, Abu 3.00 g, Natrium 51.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan sanggang, masakan","Air 42.60 g, Energi 240.00 kkal, Protein 21.70 g, Lemak total 7.70 g, Karbohidrat total 20.70 g, Abu 7.30 g, Natrium 2041.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Sarden, segar","Energi 109.00 kkal, Lemak total 1.80 g, Protein 19.90 g, Karbohidrat total 3.40 g, Natrium 266.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg, Air 72.70 g, Abu 2.20 g"
"Ikan selar kuning cue, mentah","Air 59.00 g, Energi 138.00 kkal, Protein 27.00 g, Lemak total 3.30 g, Karbohidrat total 0.00 g, Abu 0.70 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan selar, kering, mentah","Air 43.00 g, Energi 194.00 kkal, Protein 38.00 g, Lemak total 3.50 g, Karbohidrat total 0.00 g, Abu 15.50 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Selar, segar","Air 75.40 g, Energi 100.00 kkal, Protein 18.80 g, Lemak total 2.20 g, Karbohidrat total 0.00 g, Abu 3.60 g, Natrium 43.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan sepat, kering, mentah","Air 30.00 g, Energi 289.00 kkal, Protein 38.00 g, Lemak total 14.00 g, Karbohidrat total 0.00 g, Abu 18.00 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Sepat, segar","Air 78.80 g, Energi 84.00 kkal, Protein 15.20 g, Lemak total 0.60 g, Karbohidrat total 4.70 g, Abu 0.80 g, Natrium 211.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Sidat, segar","Air 71.30 g, Energi 81.00 kkal, Protein 11.40 g, Lemak total 1.90 g, Karbohidrat total 3.80 g, Abu 11.60 g, Natrium 46.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan sunu, asin, mentah","Air 34.70 g, Energi 199.00 kkal, Protein 34.10 g, Lemak total 3.80 g, Karbohidrat total 7.10 g, Abu 20.30 g, Natrium 377.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Sunu, segar","Air 75.50 g, Energi 111.00 kkal, Protein 13.30 g, Lemak total 3.40 g, Karbohidrat total 6.70 g, Abu 1.10 g, Natrium 91.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Tahuman, segar","Air 77.40 g, Energi 88.00 kkal, Protein 15.90 g, Lemak total 0.90 g, Karbohidrat total 4.10 g, Abu 1.80 g, Natrium 24.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Tarmon, segar","Air 76.70 g, Energi 96.00 kkal, Protein 19.50 g, Lemak total 1.10 g, Karbohidrat total 2.00 g, Abu 0.80 g, Natrium 43.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Telan, segar","Air 75.30 g, Energi 95.00 kkal, Protein 15.80 g, Lemak total 0.70 g, Karbohidrat total 6.50 g, Abu 1.70 g, Natrium 58.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Tembang, segar","Air 65.00 g, Energi 204.00 kkal, Protein 16.00 g, Lemak total 15.00 g, Karbohidrat total 0.00 g, Abu 4.00 g, Natrium 341.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Tempahas, segar","Air 78.90 g, Energi 101.00 kkal, Protein 15.10 g, Lemak total 4.10 g, Karbohidrat total 1.00 g, Abu 0.90 g, Natrium 50.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan tenggiri,"Energi 139.00 kkal, Lemak total 6.30 g, Protein 19.30 g, Karbohidrat total 0.00 g, Natrium 59.00 mg"
"Ikan Terbang, segar","Air 76.10 g, Energi 98.00 kkal, Protein 19.60 g, Lemak total 1.70 g, Karbohidrat total 1.00 g, Abu 1.60 g, Natrium 90.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan teri nasi, kering, mentah","Air 34.50 g, Energi 144.00 kkal, Protein 32.50 g, Lemak total 0.60 g, Karbohidrat total 0.00 g, Abu 32.40 g, Natrium 312.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Teri, bubuk, mentah","Air 15.00 g, Energi 277.00 kkal, Protein 60.00 g, Lemak total 2.30 g, Karbohidrat total 1.80 g, Abu 20.90 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan teri, kering, mentah","Air 37.80 g, Energi 170.00 kkal, Protein 33.40 g, Lemak total 3.00 g, Karbohidrat total 0.00 g, Abu 25.80 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan teri, kering, tawar, mentah","Air 16.70 g, Energi 331.00 kkal, Protein 68.70 g, Lemak total 4.20 g, Karbohidrat total 0.00 g, Abu 10.40 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Teri, segar","Energi 74.00 kkal, Lemak total 1.40 g, Protein 10.30 g, Karbohidrat total 4.10 g, Natrium 554.00 mg, B-Karoten 0.00 mcg, Karoten total 28.00 mcg, Air 80.00 g, Abu 4.20 g"
"Ikan Teri, tepung, mentah","Air 5.20 g, Energi 347.00 kkal, Protein 48.80 g, Lemak total 6.40 g, Karbohidrat total 19.60 g, Abu 20.00 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 130.00 mcg"
"Ikan Titang, segar","Air 78.80 g, Energi 82.00 kkal, Protein 17.40 g, Lemak total 0.40 g, Karbohidrat total 2.30 g, Abu 1.10 g, Natrium 110.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan Tongkol, segar","Air 74.70 g, Energi 100.00 kkal, Protein 13.70 g, Lemak total 1.50 g, Karbohidrat total 8.00 g, Abu 2.10 g, Natrium 202.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Ikan tuna,"Energi 144.00 kkal, Lemak total 4.90 g, Protein 23.33 g, Karbohidrat total 0.00 g, Natrium 39.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg, Air 68.09 g, Abu 1.18 g"
"Ikan Turi, segar","Air 76.90 g, Energi 96.00 kkal, Protein 19.20 g, Lemak total 2.00 g, Karbohidrat total 0.20 g, Abu 2.10 g, Natrium 370.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan, telur, asin, mentah","Air 37.80 g, Energi 358.00 kkal, Protein 20.70 g, Lemak total 26.40 g, Karbohidrat total 9.40 g, Abu 5.70 g, Natrium 2684.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Ikan, tepung, mentah","Air 4.30 g, Energi 316.00 kkal, Protein 60.10 g, Lemak total 6.50 g, Karbohidrat total 22.40 g, Abu 6.70 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Indofood cap enak (kental manis,"Energi 120.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 4.00 sendok makan, Protein 1.00 g, Karbohidrat total 21.00 g, Takaran Saji 37.00 g, Lemak total 4.00 g"
Indomie ayam geprek,"Energi 410.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 9.00 g, Karbohidrat total 49.00 g, Takaran Saji 85.00 g, Lemak total 20.00 g"
Indomie goreng,"Energi 380.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 54.00 g, Takaran Saji 85.00 g, Lemak total 14.00 g"
Indomie goreng Jumbo,"Energi 560.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 21.00 g, Karbohidrat total 80.00 g, Takaran Saji 129.00 g, Lemak total 13.00 g"
Indomie goreng sambal matah,"Energi 410.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 51.00 g, Takaran Saji 85.00 g, Lemak total 20.00 g"
Indomie goreng sambal rica rica,"Energi 420.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 49.00 g, Takaran Saji 85.00 g, Lemak total 22.00 g"
Indomie kari ayam,"Energi 320.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 7.00 g, Karbohidrat total 46.00 g, Takaran Saji 72.00 g, Lemak total 12.00 g"
Indomie mi goreng,"Energi 300.00 kkal, Natrium 1070.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 54.00 g, Takaran Saji 85.00 g, Lemak total 14.00 g"
Indomie mi goreng aceh,"Energi 430.00 kkal, Natrium 790.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 9.00 g, Karbohidrat total 55.00 g, Takaran Saji 90.00 g, Lemak total 19.00 g"
indomie mi keriting goreng spesial,"Energi 400.00 kkal, Natrium 1180.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 10.00 g, Karbohidrat total 56.00 g, Takaran Saji 90.00 g, Lemak total 15.00 g"
Indomie mi kuah,"Energi 300.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 7.00 g, Karbohidrat total 43.00 g, Takaran Saji 69.00 g, Lemak total 11.00 g"
Indomie mi rendang,"Energi 420.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 9.00 g, Karbohidrat total 59.00 g, Takaran Saji 91.00 g, Lemak total 16.00 g"
Indomie mie goreng jumbo,"Energi 560.00 kkal, Natrium 1340.00 mg, Jumlah Sajian Per Kemasan 1.00 , Protein 13.00 g, Karbohidrat total 80.00 g, Lemak total 21.00 g"
INDOMIE MIE GORENG JUMBO RASA AYAM PANGGANG,"Energi 570.00 kkal, Natrium 1190.00 mg, Jumlah Sajian Per Kemasan 1.00 , Protein 14.00 g, Karbohidrat total 75.00 g, Lemak total 25.00 g"
Indomie Mieghetti,"Energi 390.00 kkal, Natrium 940.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Protein 8.00 g, Karbohidrat total 57.00 g, Lemak total 14.00 g"
Indomie rasa ayam bawang,"Energi 300.00 kkal, Natrium 1330.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 7.00 g, Karbohidrat total 43.00 g, Takaran Saji 69.00 g, Lemak total 11.00 g"
Indomie rasa ayam special,"Energi 300.00 kkal, Natrium 1180.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 7.00 g, Karbohidrat total 44.00 g, Takaran Saji 68.00 g, Lemak total 10.00 g"
Indomie rasa kaldu ayam,"Energi 340.00 kkal, Natrium 980.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 6.00 g, Karbohidrat total 50.00 g, Takaran Saji 75.00 g, Lemak total 12.00 g"
Indomie rasa soto lamongan,"Energi 360.00 kkal, Natrium 1030.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 10.00 g, Karbohidrat total 48.00 g, Takaran Saji 80.00 g, Lemak total 14.00 g"
Indomie rasa soto special,"Energi 330.00 kkal, Natrium 920.00 mg, Jumlah Sajian Per Kemasan 1.00 , Protein 7.00 g, Karbohidrat total 44.00 g, Lemak total 14.00 g"
Indomie salted Egg,"Energi 480.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 11.00 g, Karbohidrat total 53.00 g, Takaran Saji 100.00 g, Lemak total 25.00 g"
Indomie Seblak,"Energi 360.00 kkal, Natrium 1190.00 mg, Jumlah Sajian Per Kemasan 1.00 , Protein 7.00 g, Karbohidrat total 44.00 g, Lemak total 17.00 g"
Indomie soto padang,"Energi 330.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 44.00 g, Takaran Saji 75.00 g, Lemak total 14.00 g"
Indomie soto spesial,"Energi 330.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 7.00 g, Karbohidrat total 44.00 g, Takaran Saji 75.00 g, Lemak total 14.00 g"
Indomie tengkleng,"Energi 350.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 9.00 g, Karbohidrat total 45.00 g, Takaran Saji 75.00 g, Lemak total 14.00 g"
Indomilk (kental manis,"Energi 120.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 4.00 sendok makan, Protein 1.00 g, Karbohidrat total 21.00 g, Takaran Saji 37.00 g, Lemak total 3.50 g"
Indomilk kental manis (325 g,"Energi 120.00 kkal, Natrium 30.00 mg, Jumlah Sajian Per Kemasan 8.00 �, Jumlah Per Sajian 3.00 sendok makan, Protein 1.00 g, Karbohidrat total 22.00 g, Takaran Saji 37.00 g, Lemak total 3.50 g"
Indomilk stroberi 190 ml,"Energi 120.00 kkal, Natrium 75.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 botol, Protein 4.00 g, Karbohidrat total 18.00 g, Takaran Saji 190.00 ml, Lemak total 4.00 g"
indomilk susu bubuk full cream instan plain,"Energi 150.00 kkal, Natrium 95.00 mg, Jumlah Sajian Per Kemasan 27.00 �, Jumlah Per Sajian 4.00 sendok makan, Protein 7.00 g, Karbohidrat total 13.00 g, Takaran Saji 30.00 g, Lemak total 8.00 g"
indomilk susu uht rasa pisang,"Energi 140.00 kkal, Natrium 105.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 4.00 g, Karbohidrat total 22.00 g, Takaran Saji 190.00 ml, Lemak total 4.50 g"
Intip goreng,"Air 6.50 g, Energi 474.00 kkal, Protein 7.60 g, Lemak total 21.60 g, Karbohidrat total 62.30 g, Abu 2.00 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 200.00 mcg"
Irvin Salted egg fish skin (Hot,"Energi 300.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 15.00 g, Karbohidrat total 11.00 g, Takaran Saji 50.00 g, Lemak total 21.00 g"
Irvins Salted egg cassava chips,"Energi 260.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 3.00 g, Karbohidrat total 27.00 g, Takaran Saji 50.00 g, Lemak total 15.00 g"
Irvins Salted egg potato chips,"Energi 310.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 5.00 g, Karbohidrat total 19.00 g, Takaran Saji 50.00 g, Lemak total 24.00 g"
Irvins Salted egg potato chips (Hot,"Energi 320.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 4.00 g, Karbohidrat total 17.00 g, Takaran Saji 50.00 g, Lemak total 26.00 g"
"Itik alabio, daging, dendeng, mentah","Air 12.70 g, Energi 496.00 kkal, Protein 30.30 g, Lemak total 33.50 g, Karbohidrat total 18.40 g, Abu 5.10 g, Natrium 1081.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Jagung gerontol,"Air 61.70 g, Energi 156.00 kkal, Protein 2.70 g, Lemak total 1.30 g, Karbohidrat total 33.30 g, Abu 0.80 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 162.00 mcg"
