food_name,food_info
Saus Char siu (chinese BBQ,"Energi 60.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok makan, Protein 0.00 g, Karbohidrat total 14.00 g, Takaran Saji 22.00 g, Lemak total 0.00 g"
Saus Curry,"Energi 70.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.50 sendok makan, Protein 1.00 g, Karbohidrat total 7.00 g, Takaran Saji 29.00 g, Lemak total 4.50 g"
Saus Hoisin,"Energi 100.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 2.00 sendok makan, Protein 1.00 g, Karbohidrat total 22.00 g, Takaran Saji 42.00 g, Lemak total 0.50 g"
Saus kacang,"Energi 594.00 kkal, Natrium 669.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 mangkuk/cup, Protein 17.30 g, Karbohidrat total 25.35 g, Takaran Saji 100.00 g, Lemak total 51.45 g"
Saus sambal,"Energi 27.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok makan, Protein 0.00 g, Karbohidrat total 6.70 g, Takaran Saji 15.00 g, Lemak total 0.00 g"
Saus sambal ABC,"Energi 28.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok makan, Protein 0.00 g, Karbohidrat total 6.00 g, Takaran Saji 9.00 g, Lemak total 0.00 g"
Saus Teriyaki,"Energi 15.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok makan, Protein 0.00 g, Karbohidrat total 4.00 g, Takaran Saji 19.00 g, Lemak total 0.00 g"
Saus tiram,"Energi 51.00 kkal, Natrium 2.73 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 botol, Protein 1.40 g, Karbohidrat total 11.00 g, Takaran Saji 100.00 g, Lemak total 0.30 g"
Saus tomat,"Energi 17.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok makan, Protein 0.18 g, Karbohidrat total 4.66 g, Takaran Saji 17.00 g, Lemak total 0.02 g"
"Sawi hijau, segar","Energi 28.00 kkal, Lemak total 0.30 g, Protein 2.30 g, Karbohidrat total 4.00 g, Natrium 22.00 mg, B-Karoten 2042.00 mcg, Karoten total 6460.00 mcg, Air 92.20 g, Abu 1.20 g"
"Sawi putih / pecai, segar","Air 96.60 g, Energi 9.00 kkal, Protein 1.00 g, Lemak total 0.10 g, Karbohidrat total 1.70 g, Abu 0.60 g, Natrium 5.00 mg, B-Karoten 862.00 mcg, Karoten total 832.00 mcg"
"Sawi taiwan, segar","Air 91.80 g, Energi 30.00 kkal, Protein 1.90 g, Lemak total 0.50 g, Karbohidrat total 4.40 g, Abu 1.40 g, Natrium 27.00 mg, B-Karoten 1340.00 mcg, Karoten total 0.00 mcg"
"Sawi tanah, segar","Air 94.90 g, Energi 19.00 kkal, Protein 1.30 g, Lemak total 0.20 g, Karbohidrat total 2.90 g, Abu 1.00 g, Natrium 17.00 mg, B-Karoten 815.00 mcg, Karoten total 0.00 mcg"
Sawo duren,"Air 87.30 g, Energi 64.00 kkal, Protein 1.00 g, Lemak total 3.10 g, Karbohidrat total 8.00 g, Abu 0.60 g, Natrium 13.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Sawo kecik,"Air 73.80 g, Energi 111.00 kkal, Protein 0.90 g, Lemak total 2.30 g, Karbohidrat total 21.60 g, Abu 1.40 g, Natrium 28.00 mg, B-Karoten 119.00 mcg, Karoten total 12.00 mcg"
Sawo Manila,"Air 75.50 g, Energi 92.00 kkal, Protein 0.50 g, Lemak total 1.10 g, Karbohidrat total 22.40 g, Abu 0.50 g, Natrium 26.00 mg, B-Karoten 111.00 mcg, Karoten total 60.00 mcg"
Sayur asem,"Air 93.20 g, Energi 29.00 kkal, Protein 0.70 g, Lemak total 0.60 g, Karbohidrat total 5.00 g, Abu 0.80 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 2075.00 mcg"
Sayur bening,"Energi 33.30 kkal, Natrium 37.30 mg, Jumlah Sajian Per Kemasan 3.00 �, Protein 1.40 g, Karbohidrat total 7.40 g, Lemak total 0.30 g"
Sayur bening; daun ubi jalar & labu air,"Energi 33.00 kkal, Natrium 393.50 mg, Jumlah Sajian Per Kemasan 3.00 �, Protein 1.40 g, Karbohidrat total 7.40 g, Lemak total 0.30 g"
Sayur bunga pepaya,"Air 83.40 g, Energi 49.00 kkal, Protein 1.70 g, Lemak total 0.30 g, Karbohidrat total 9.80 g, Abu 2.10 g, Natrium 90.00 mg, B-Karoten 372.00 mcg, Karoten total 0.00 mcg"
Sayur garu,"Air 70.80 g, Energi 178.00 kkal, Protein 2.60 g, Lemak total 13.90 g, Karbohidrat total 10.60 g, Abu 2.10 g, Natrium 20.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Sayur katuk,"Energi 252.00 kkal, Natrium 5.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 4.72 g, Karbohidrat total 10.72 g, Takaran Saji 100.00 g, Lemak total 1.28 g"
Sayur kohu-kohu,"Air 72.80 g, Energi 133.00 kkal, Protein 7.30 g, Lemak total 6.60 g, Karbohidrat total 11.20 g, Abu 2.10 g, Natrium 20.00 mg, B-Karoten 944.00 mcg, Karoten total 0.00 mcg"
Sayur lebui,"Air 83.90 g, Energi 64.00 kkal, Protein 2.10 g, Lemak total 0.60 g, Karbohidrat total 12.50 g, Abu 0.90 g, Natrium 124.00 mg, B-Karoten 14.00 mcg, Karoten total 0.00 mcg"
Sayur lilin-terubuk,"Air 90.40 g, Energi 36.00 kkal, Protein 2.70 g, Lemak total 0.70 g, Karbohidrat total 4.80 g, Abu 1.40 g, Natrium 30.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Sayur ndusuk,"Air 87.50 g, Energi 49.00 kkal, Protein 3.10 g, Lemak total 2.50 g, Karbohidrat total 3.60 g, Abu 3.10 g, Natrium 1011.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Sayur sop,"Air 92.70 g, Energi 27.00 kkal, Protein 1.30 g, Lemak total 2.00 g, Karbohidrat total 1.00 g, Abu 2.70 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 2569.00 mcg"
Sayur umbut kelapa,"Air 85.50 g, Energi 67.00 kkal, Protein 5.20 g, Lemak total 2.90 g, Karbohidrat total 5.10 g, Abu 1.30 g, Natrium 313.00 mg, B-Karoten 21.00 mcg, Karoten total 0.00 mcg"
Sayur umbut rotan,"Air 87.60 g, Energi 57.00 kkal, Protein 5.40 g, Lemak total 2.60 g, Karbohidrat total 3.10 g, Abu 1.30 g, Natrium 256.00 mg, B-Karoten 18.00 mcg, Karoten total 0.00 mcg"
Seblak,"Energi 262.00 kkal, Natrium 551.00 mg, Jumlah Sajian Per Kemasan 200.00 , Jumlah Per Sajian 200.00 mangkuk/cup, Protein 8.15 g, Karbohidrat total 31.15 g, Takaran Saji 200.00 g, Lemak total 13.31 g"
Seblak kuah,"Energi 262.00 kkal, Natrium 551.00 mg, Jumlah Sajian Per Kemasan 200.00 , Jumlah Per Sajian 200.00 mangkuk/cup, Protein 8.15 g, Karbohidrat total 31.50 g, Takaran Saji 200.00 g, Lemak total 13.31 g"
Sedaap Kecap Manis,"Energi 70.00 kkal, Natrium 290.00 mg, Jumlah Sajian Per Kemasan 37.00 , Jumlah Per Sajian 0.03 bungkus, Protein 1.00 g, Karbohidrat total 16.00 g, Takaran Saji 15.00 g, Lemak total 0.00 g"
Sedaap Tasty bakmi ayam,"Energi 590.00 kkal, Natrium 810.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 15.00 g, Karbohidrat total 84.00 g, Takaran Saji 129.00 g, Lemak total 22.00 g"
Sedaap Tasty bakmi ayam geprek matah,"Energi 190.00 kkal, Natrium 870.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 14.00 g, Karbohidrat total 81.00 g, Takaran Saji 124.00 g, Lemak total 21.00 g"
"Sei reuboh, masakan","Air 32.40 g, Energi 474.00 kkal, Protein 11.20 g, Lemak total 42.50 g, Karbohidrat total 11.70 g, Abu 2.20 g, Natrium 677.00 mg, B-Karoten 9.00 mcg, Karoten total 0.00 mcg"
"Selada air,segar","Air 93.30 g, Energi 17.00 kkal, Protein 3.10 g, Lemak total 0.20 g, Karbohidrat total 2.20 g, Abu 1.20 g, Natrium 65.00 mg, B-Karoten 1230.00 mcg, Karoten total 3727.00 mcg"
Selada rebus,"Air 93.50 g, Energi 19.00 kkal, Protein 2.70 g, Lemak total 0.20 g, Karbohidrat total 2.90 g, Abu 0.70 g, Natrium 24.00 mg, B-Karoten 2499.00 mcg, Karoten total 3700.00 mcg"
"Selada, segar","Air 94.80 g, Energi 18.00 kkal, Protein 1.20 g, Lemak total 0.20 g, Karbohidrat total 2.90 g, Abu 0.90 g, Natrium 19.00 mg, B-Karoten 1526.00 mcg, Karoten total 540.00 mcg"
Selai Cokelat,"Energi 80.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 sendok makan, Protein 1.00 g, Karbohidrat total 9.00 g, Takaran Saji 15.00 g, Lemak total 4.50 g"
Selai kacang morin,"Energi 190.00 kkal, Natrium 130.00 mg, Jumlah Sajian Per Kemasan 5.00 , Protein 8.00 g, Karbohidrat total 6.00 g, Lemak total 15.00 g"
Selai kacang skippy chunky,"Energi 210.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 2.00 sendok makan, Protein 7.00 g, Karbohidrat total 7.00 g, Takaran Saji 32.00 g, Lemak total 17.00 g"
Selai Nutella,"Energi 200.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 2.00 sendok makan, Protein 2.00 g, Karbohidrat total 23.00 g, Takaran Saji 37.00 g, Lemak total 12.00 g"
Selai Skippy Chunky,"Energi 210.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 2.00 sendok makan, Protein 7.00 g, Karbohidrat total 7.00 g, Takaran Saji 32.00 g, Lemak total 17.00 g"
Selai Smucker's Blueberry,"Energi 50.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok makan, Protein 0.00 g, Karbohidrat total 13.00 g, Takaran Saji 20.00 g, Lemak total 0.00 g"
Selai Smucker's Strawberry,"Energi 50.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok makan, Protein 0.00 g, Karbohidrat total 13.00 g, Takaran Saji 20.00 g, Lemak total 0.00 g"
selamat original double chocolate,"Energi 150.00 kkal, Natrium 35.00 mg, Jumlah Sajian Per Kemasan 7.00 �, Protein 2.00 g, Karbohidrat total 21.00 g, Lemak total 6.00 g"
Selamat wafer,"Energi 160.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 3.00 biji, Protein 2.00 g, Karbohidrat total 19.00 g, Takaran Saji 30.00 g, Lemak total 8.00 g"
"Seledri, segar","Air 93.00 g, Energi 23.00 kkal, Protein 1.00 g, Lemak total 0.10 g, Karbohidrat total 4.60 g, Abu 1.30 g, Natrium 64.00 mg, B-Karoten 63.00 mcg, Karoten total 130.00 mcg"
Semangka,"Air 92.10 g, Energi 28.00 kkal, Protein 0.50 g, Lemak total 0.20 g, Karbohidrat total 6.90 g, Abu 0.30 g, Natrium 7.00 mg, B-Karoten 315.00 mcg, Karoten total 590.00 mcg"
Semur jengkol,"Air 52.70 g, Energi 212.00 kkal, Protein 6.00 g, Lemak total 10.00 g, Karbohidrat total 29.10 g, Abu 2.20 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 81.00 mcg"
senna kerupuk ikan,"Energi 110.00 kkal, Natrium 400.00 mg, Jumlah Sajian Per Kemasan 13.00 �, Protein 2.00 g, Karbohidrat total 24.00 g, Lemak total 0.00 g"
"Sepi, masakan","Air 66.10 g, Energi 88.00 kkal, Protein 7.90 g, Lemak total 1.60 g, Karbohidrat total 10.60 g, Abu 13.80 g, Natrium 873.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Serabi,"Energi 108.00 kkal, Natrium 49.00 mg, Jumlah Sajian Per Kemasan 100.00 , Protein 1.59 g, Karbohidrat total 21.05 g, Lemak total 1.80 g"
"Sereal ENERGEN ""Kacang Hijau","Energi 130.00 kkal, Natrium 70.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 sachet, Protein 2.00 g, Karbohidrat total 24.00 g, Takaran Saji 30.00 g, Lemak total 3.00 g"
Sereal Great Gains Crunchy Pecan,"Energi 210.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 5.00 g, Karbohidrat total 38.00 g, Takaran Saji 52.00 g, Lemak total 6.00 g"
Sereal Great Grains Banana nut crunch,"Energi 230.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 6.00 g, Karbohidrat total 45.00 g, Takaran Saji 59.00 g, Lemak total 4.50 g"
"Sereal Great Grains Raisins, Dates & Pecans","Energi 210.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 4.00 g, Karbohidrat total 41.00 g, Takaran Saji 55.00 g, Lemak total 4.00 g"
Sereal Weet - Bix bites Cruncy  honey,"Energi 169.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 4.10 g, Karbohidrat total 34.00 g, Takaran Saji 45.00 g, Lemak total 0.80 g"
Sereal Weet - Bix bites wild berry,"Energi 157.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 4.20 g, Karbohidrat total 31.50 g, Takaran Saji 45.00 g, Lemak total 0.50 g"
Sereal Weet- Bix bites Apricot,"Energi 154.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 4.00 g, Karbohidrat total 30.60 g, Takaran Saji 45.00 g, Lemak total 0.60 g"
Serimping talas kebumen,"Air 4.80 g, Energi 478.00 kkal, Protein 2.50 g, Lemak total 21.20 g, Karbohidrat total 69.20 g, Abu 2.30 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
SGM Bunda minuman khusus ibu hamil & menyusui rasa coklat,"Energi 160.00 kkal, Natrium 120.00 mg, Jumlah Sajian Per Kemasan 7.00 �, Jumlah Per Sajian 3.00 sendok makan, Protein 8.00 g, Karbohidrat total 26.00 g, Takaran Saji 200.00 ml, Lemak total 3.00 g"
Shabu-shabu,"Air 87.10 g, Energi 88.00 kkal, Protein 3.20 g, Lemak total 8.00 g, Karbohidrat total 0.80 g, Abu 0.90 g, Natrium 514.00 mg, B-Karoten 0.00 mcg, Karoten total 2000.00 mcg"
Shin Ramyun Noodle Soup,"Energi 250.00 kkal, Natrium 970.00 mg, Jumlah Sajian Per Kemasan 2.00 , Jumlah Per Sajian 2.00 bungkus, Protein 5.00 g, Karbohidrat total 38.00 g, Takaran Saji 60.00 g, Lemak total 80.00 g"
Silky Pudding Coklat,"Energi 130.00 kkal, Natrium 35.00 mg, Jumlah Sajian Per Kemasan 5.00 , Jumlah Per Sajian 1.00 bungkus, Protein 3.00 g, Karbohidrat total 23.00 g, Takaran Saji 31.00 g, Lemak total 3.50 g"
Silverqueen Crispy with Milk Chocolate,"Energi 170.00 kkal, Natrium 35.00 mg, Jumlah Sajian Per Kemasan 2.00 , Jumlah Per Sajian 3.00 keping, Protein 4.00 g, Karbohidrat total 15.00 g, Takaran Saji 30.00 g, Lemak total 10.00 g"
Singkong goreng,"Energi 202.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 500.00 , Jumlah Per Sajian 10.00 potong, Protein 1.38 g, Karbohidrat total 31.85 g, Takaran Saji 500.00 g, Lemak total 7.91 g"
Siomay,"Energi 103.00 kkal, Natrium 264.00 mg, Jumlah Sajian Per Kemasan 75.00 , Jumlah Per Sajian 75.00 mangkuk/cup, Protein 9.00 g, Karbohidrat total 12.00 g, Takaran Saji 75.00 g, Lemak total 2.00 g"
Siomay Ayam,"Energi 160.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 87.00 , Protein 7.00 g, Karbohidrat total 22.00 g, Lemak total 5.00 g"
Siomay tenggiri,"Energi 103.00 kkal, Natrium 264.00 mg, Jumlah Sajian Per Kemasan 75.00 , Jumlah Per Sajian 75.00 mangkuk/cup, Protein 9.20 g, Karbohidrat total 12.23 g, Takaran Saji 75.00 g, Lemak total 1.71 g"
Sirsak,"Air 81.70 g, Energi 65.00 kkal, Protein 1.00 g, Lemak total 0.30 g, Karbohidrat total 16.30 g, Abu 0.70 g, Natrium 2.00 mg, B-Karoten 8.00 mcg, Karoten total 10.00 mcg"
Sirup,"Air 44.00 g, Energi 213.00 kkal, Protein 0.00 g, Lemak total 0.00 g, Karbohidrat total 55.00 g, Abu 1.00 g, Natrium 3.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Sirup pirous,"Air 43.30 g, Energi 228.00 kkal, Protein 0.20 g, Lemak total 0.40 g, Karbohidrat total 55.90 g, Abu 0.20 g, Natrium 3.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Sirup Sunquick Exotic,"Energi 45.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok takar, Protein 0.00 g, Karbohidrat total 11.00 g, Takaran Saji 17.00 ml, Lemak total 0.00 g"
Sirup Sunquick Mango,"Energi 45.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok takar, Protein 0.00 g, Karbohidrat total 10.00 g, Takaran Saji 17.00 ml, Lemak total 0.00 g"
Sirup Sunquick Orange,"Energi 45.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok takar, Protein 0.00 g, Karbohidrat total 11.00 g, Takaran Saji 17.00 ml, Lemak total 0.00 g"
Sirup Tropicana sirup cocopandan,"Energi 5.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok takar, Protein 0.00 g, Karbohidrat total 2.00 g, Takaran Saji 25.00 ml, Lemak total 0.00 g"
Sirup Tropicana sirup lychee,"Energi 5.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok takar, Protein 0.00 g, Karbohidrat total 2.00 g, Takaran Saji 25.00 ml, Lemak total 0.00 g"
Sirup Tropicana sirup slim sirup orange,"Energi 5.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok takar, Protein 0.00 g, Karbohidrat total 0.00 g, Takaran Saji 25.00 ml, Lemak total 0.00 g"
Siu-Mai,"Energi 61.00 kkal, Natrium 160.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 potong, Protein 3.20 g, Karbohidrat total 3.20 g, Takaran Saji 29.00 g, Lemak total 3.80 g"
Slai O'lai,"Energi 110.00 kkal, Natrium 65.00 mg, Jumlah Sajian Per Kemasan 3.00 , Protein 1.00 g, Karbohidrat total 18.00 g, Lemak total 3.00 g"
Slai O'lai Blueberry,"Energi 110.00 kkal, Natrium 65.00 mg, Jumlah Sajian Per Kemasan 3.00 , Protein 2.00 g, Karbohidrat total 18.00 g, Lemak total 3.00 g"
Slim & fit cookies,"Energi 90.00 kkal, Natrium 15.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 1.00 g, Karbohidrat total 13.00 g, Takaran Saji 22.00 g, Lemak total 4.00 g"
Snickers,"Energi 175.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 3.50 g, Karbohidrat total 21.00 g, Takaran Saji 35.00 g, Lemak total 8.75 g"
Snow skin lotus paste mooncake,"Energi 187.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 potong, Protein 2.12 g, Karbohidrat total 26.36 g, Takaran Saji 50.00 g, Lemak total 8.04 g"
So good Almond milk original,"Energi 74.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 gelas, Protein 1.40 g, Karbohidrat total 9.00 g, Takaran Saji 250.00 ml, Lemak total 3.40 g"
So you minuman kedelai,"Energi 100.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 botol, Protein 4.00 g, Karbohidrat total 15.00 g, Takaran Saji 250.00 ml, Lemak total 2.50 g"
Soboro Bread,"Energi 300.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 buah, Protein 7.00 g, Karbohidrat total 56.00 g, Takaran Saji 96.00 g, Lemak total 7.00 g"
SOESNACK CHEESE,"Energi 45.00 kkal, Natrium 35.00 mg, Jumlah Sajian Per Kemasan 4.00 �, Protein 1.00 g, Karbohidrat total 3.00 g, Lemak total 3.50 g"
Sohun superindo (mentah,"Energi 169.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 0.50 bungkus, Protein 0.00 g, Karbohidrat total 42.00 g, Takaran Saji 50.00 g, Lemak total 0.00 g"
Soju,"Energi 143.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 gelas, Protein 0.45 g, Karbohidrat total 4.55 g, Takaran Saji 100.00 g, Lemak total 0.00 g"
Sonice Bakso kuah sapi,"Energi 160.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 15.00 �, Jumlah Per Sajian 4.00 buah, Protein 8.00 g, Karbohidrat total 20.00 g, Takaran Saji 120.00 g, Lemak total 5.00 g"
Sonice Chicken karage,"Energi 300.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 15.00 �, Jumlah Per Sajian 2.00 potong, Protein 12.00 g, Karbohidrat total 21.00 g, Takaran Saji 100.00 g, Lemak total 18.00 g"
Sonice Chicken nugget,"Energi 250.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 2.00 �, Jumlah Per Sajian 2.00 potong, Protein 16.00 g, Karbohidrat total 14.00 g, Takaran Saji 100.00 g, Lemak total 14.00 g"
Sonice Chicken sausage,"Energi 110.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 20.00 �, Jumlah Per Sajian 1.00 potong, Protein 9.00 g, Karbohidrat total 2.00 g, Takaran Saji 60.00 g, Lemak total 7.00 g"
Sonice Chicken Stick,"Energi 250.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 15.00 �, Jumlah Per Sajian 4.00 potong, Protein 13.00 g, Karbohidrat total 13.00 g, Takaran Saji 100.00 g, Lemak total 17.00 g"
Sonice Chicken wing,"Energi 220.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 15.00 �, Jumlah Per Sajian 3.00 potong, Protein 20.00 g, Karbohidrat total 4.00 g, Takaran Saji 100.00 g, Lemak total 14.00 g"
"Sop buntut, masakan","Air 86.10 g, Energi 71.00 kkal, Protein 7.50 g, Lemak total 3.60 g, Karbohidrat total 2.20 g, Abu 0.60 g, Natrium 490.00 mg, B-Karoten 0.00 mcg, Karoten total 2900.00 mcg"
"Sop daging sapi, masakan","Air 87.50 g, Energi 49.00 kkal, Protein 5.80 g, Lemak total 0.50 g, Karbohidrat total 5.30 g, Abu 0.90 g, Natrium 391.00 mg, B-Karoten 0.00 mcg, Karoten total 3320.00 mcg"
"Sop kaki sapi, masakan","Air 84.50 g, Energi 68.00 kkal, Protein 9.00 g, Lemak total 1.90 g, Karbohidrat total 3.70 g, Abu 0.90 g, Natrium 435.00 mg, B-Karoten 0.00 mcg, Karoten total 150.00 mcg"
"Sop kambing, masakan","Air 91.60 g, Energi 34.00 kkal, Protein 5.50 g, Lemak total 0.80 g, Karbohidrat total 1.10 g, Abu 1.00 g, Natrium 348.00 mg, B-Karoten 0.00 mcg, Karoten total 80.00 mcg"
"Sop konro, masakan","Air 85.00 g, Energi 71.00 kkal, Protein 7.40 g, Lemak total 2.60 g, Karbohidrat total 4.50 g, Abu 0.50 g, Natrium 184.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Sop saudara, masakan","Air 82.40 g, Energi 89.00 kkal, Protein 7.20 g, Lemak total 5.00 g, Karbohidrat total 3.90 g, Abu 1.50 g, Natrium 274.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Sosis Kanzler German Bratwurst,"Energi 150.00 kkal, Natrium 435.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 potong, Protein 0.00 g, Karbohidrat total 0.00 g, Takaran Saji 100.00 g, Lemak total 12.00 g"
Sosis sapi so nice,"Energi 110.00 kkal, Natrium 520.00 mg, Jumlah Sajian Per Kemasan 50.00 , Protein 7.00 g, Karbohidrat total 7.00 g, Lemak total 6.00 g"
"Soto bandung, masakan","Air 89.90 g, Energi 42.00 kkal, Protein 3.90 g, Lemak total 1.70 g, Karbohidrat total 2.80 g, Abu 1.80 g, Natrium 0.00 mg, B-Karoten 20.00 mcg, Karoten total 0.00 mcg"
"Soto banjar, masakan","Air 83.70 g, Energi 110.00 kkal, Protein 2.90 g, Lemak total 9.50 g, Karbohidrat total 3.20 g, Abu 0.70 g, Natrium 36.00 mg, B-Karoten 0.00 mcg, Karoten total 770.00 mcg"
"Soto betawi, masakan","Air 75.90 g, Energi 135.00 kkal, Protein 2.50 g, Lemak total 8.80 g, Karbohidrat total 11.50 g, Abu 1.30 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 336.00 mcg"
"Soto jeroan, masakan","Air 81.40 g, Energi 92.00 kkal, Protein 11.80 g, Lemak total 4.30 g, Karbohidrat total 1.40 g, Abu 1.10 g, Natrium 363.00 mg, B-Karoten 0.00 mcg, Karoten total 440.00 mcg"
"Soto kudus, masakan","Air 91.60 g, Energi 38.00 kkal, Protein 3.60 g, Lemak total 2.30 g, Karbohidrat total 1.80 g, Abu 1.70 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 128.00 mcg"
"Soto madura, masakan","Air 89.80 g, Energi 60.00 kkal, Protein 3.50 g, Lemak total 4.50 g, Karbohidrat total 1.30 g, Abu 0.90 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 121.00 mcg"
